Company_Name,Skills they are looking for,Number of positions
optum,"[list(['.net', 'api', 'web services', 'c#', 'tfs', 'ms sql', 'jquery', 'c#.net'])
 list(['.net technology', 'it', 'software engineering', 'user stories', 'design', 'develop'])
 list(['.net technology', 'nosql databases', 'mongodb', 'it skills', 'java', 'software development', 'testing', 'cloud'])
 list(['adobe analytics', 'adobe dtm', 'osgi', 'content management', 'apache sling', 'web technologies', 'aem', 'data analysis'])
 list(['agile methodology', '.net', 'vb.net programming', 'vba', 'visual basic', 'vb net programming', 'software development life cycle', 'github'])
 list(['agile methodology', 'software development', 'python', 'cloud', 'java', 'ai/ml', 'docker imaging', 'coding skills'])
 list(['application development', 'software development', 'software engineering', 'web technologies', 'c#.net', 'user stories', 'programming', 'asp.net'])
 list(['azure', 'bigdata', 'sql', 'it skills', 'cloud', 'big data', 'unix', 'stored procedures'])
 list(['azure', 'ci/cd', 'aws', 'ci / cd', 'gradle', 'spring boot', 'kafka', 'rally'])
 list(['azure', 'gcp', 'aws', 'java', 'web technologies', 'go', 'spring boot', 'div'])
 list(['azure', 'software engineering', 'aws', 'it skills', 'java', 'testing', 'cloud', 'devops'])
 list(['azure cloud', 'product development', 'aws', 'it skills', 'java', 'cloud', '.net', 'azure'])
 list(['business process management', 'pega rules process commander system', 'agile methodologies', 'j2ee architecture', 'inheritance', 'java api', 'scrum', 'pega express'])
 list(['c#', 'c', 'agile methodologies', 'it skills', 'java', 'c++', 'soa', 'jenkins'])
 list(['c#', 'javascript', 'sql server', 'asp net', 'agile methodology', 'object - oriented programming', 'etl', 'visual studio'])
 list(['c#', 'microservices', 'javascript', 'angularjs', 'nunit', 'nosql', 'postgres', 'java net'])
 list(['c#', 'software engineering', '.net', 'it skills', 'software development', 'microsoft .net c# programming', 'microsoft sql server', 'agile delivery model'])
 list(['ci-cd', 'devops tools', 'azure devops', 'it skills', 'cloud', 'devops', '.net', 'azure'])
 list(['ci-cd pipeline', 'jenkis', 'aws', 'sr. software engineer', 'web developer', 'senior software engineer', 'computer programming', 'computer programmer'])
 list(['cloud', 'aws', 'python', 'it skills', 'computer programmer', 'application development', 'software developer', 'software development'])
 list(['cloud', 'java/jee', 'spring', 'angularjs', 'java', 'web technologies', 'javascript', 'go'])
 list(['cobol', 'it skills', 'testing', 'application development', 'software development', 'software engineering', 'web technologies', 'rpg'])
 list(['coding', 'testing', 'application software', 'full stack developer', 'technical support', 'agile', 'product quality', 'it support'])
 list(['core java', 'struts', 'spring', 'it skills', 'java', 'testing', 'cloud', 'oracle'])
 list(['css', 'html5', 'react.js', 'it skills', 'devops', 'performance testing', 'jenkins', 'software engineering'])
 list(['data science', 'kafka', 'elastic search', 'div', 'devops', 'nosql', 'rdbms', 'web technologies'])
 list(['db2', 'cobol', 'mainframe', 'data warehouse', 'analytics', 'etl', 'kanban', 'scrum'])
 list(['design patterns', 'data structure', 'algorithms', 'it skills', 'java', 'testing', 'selenium', 'cloud'])
 list(['devops', 'itsm', 'itil', 'application development', 'software development', 'rest', 'software engineering', 'web technologies'])
 list(['docker', '.net', 'kubernetes', 'it skills', 'software development', 'selenium', 'devops', 'ms sql'])
 list(['enzyme', 'react.js', 'webpack', 'it skills', 'devops', 'performance testing', 'css', 'jenkins'])
 list(['fortify scan', 'github', 'jenkins', 'scala', 'java', 'spark', 'python', 'kubernetes'])
 list(['git', 'docker', 'kubernetes', 'c#', '.net core', 'datadog', 'sdlc', 'jenkins'])
 list(['git', 'elk', 'splunk', 'it skills', 'software development', 'testing', 'jenkins', 'software development life cycle'])
 list(['hibernate', 'spring boot', 'spring', 'java', 'angularjs', 'css', 'jquery', 'javascript'])
 list(['hive', 'big data', 'sql writing', 'java', 'data analysis', 'software engineering', 'scala', 'javascript'])
 list(['html5', 'angular', 'css3', 'it skills', 'testing', 'selenium', 'devops', 'javascript'])
 list(['i-series', 'cobol', 'as400 synon', 'sql queries', 'as400 synon developer', 'rpg technology'])
 list(['identity & access management', 'idm', 'sailpoint development', 'it skills', 'java', 'python', 'data science', 'machine learning'])
 list(['it skills', 'testing', 'software engineering', 'user stories', 'mesh', 'deployment'])
 list(['j2ee', 'angular', 'springboot', 'azure', 'bluej', 'gatling', 'openshift', 'fortify'])
 list(['j2ee', 'springboot', 'angular', 'bluej', 'gatling', 'ci / cd', 'react', 'saucelabs'])
 list(['j2ee', 'web services', 'python', 'it skills', 'java', 'testing', 'selenium', 'machine learning'])
 list(['java', '.net', 'j2ee', 'application development', 'software development', 'product management', 'algorithms', 'web technologies'])
 list(['java', 'agile', 'scrum', 'hibernate', 'css', 'unit testing', 'system testing', 'j2ee'])
 list(['java', 'agile methodology', 'kubernetes', 'it skills', 'software development', 'maven', 'spring', 'angular'])
 list(['java', 'angular', 'reactjs', 'it skills', 'testing', 'cloud', 'devops', 'oracle'])
 list(['java', 'azure', 'nosql', 'maven', 'cassandra', 'no sql dbs', 'mongo db', 'microservices'])
 list(['java', 'azure', 'nosql', 'maven', 'software development', 'xml', 'cassandra', 'kafka'])
 list(['java', 'cobol', 'dcl', 'db2', 'software engineering', 'programming', 'sql queries', 'vax'])
 list(['java', 'core java', 'j2ee technologies', 'hibernate', 'css', 'spring mvc', 'jquery', 'spring'])
 list(['java', 'eclipse', 'j2ee', 'maven', 'hibernate', 'advanced java', 'jboss', 'ooad'])
 list(['java', 'git', 'ui', 'it skills', 'css', 'javascript', 'jenkins', 'azure'])
 list(['java', 'graphql', 'kafka', 'it skills', 'application programming', 'software engineering', 'go', 'technical leadership'])
 list(['java', 'iam', 'oauth', 'identity & access management', 'algorithms', 'software engineering', 'data structures', 'information security'])
 list(['java', 'j2ee', 'devops', 'change management', 'servicenow', 'networking', 'project management', 'prometheus'])
 list(['java', 'j2ee', 'google cloud', 'software engineering', 'data structures', 'debugging', 'code review', 'object oriented programming'])
 list(['java', 'j2ee', 'software engineering', 'azure', 'safe framework', 'agile methodologies', 'kafka', 'spring'])
 list(['java', 'j2ee', 'spring', 'soap', 'jenkins', 'rest', 'tableau', 'intellij'])
 list(['java', 'j2ee', 'spring boot', 'it skills', 'selenium', 'jenkins', 'java full stack engineer', 'sql server'])
 list(['java', 'j2ee', 'spring boot', 'it skills', 'testing', 'core java', 'graphdb', 'software engineering'])
 list(['java', 'jsp', 'javascript', 'ssis', 'css js', 'mysql', 'agile', 'it skills'])
 list(['java', 'jsp', 'servlets', 'struts', 'j2ee', 'jquery', 'spring', 'hibernate'])
 list(['java', 'kafka', 'angular', 'azure', 'typescript', 'oracle', 'my sql technologies'])
 list(['java', 'mysql', 'j2ee', 'oauth', 'hibernate', 'css', 'javascript', 'jpa'])
 list(['java', 'node', 'react', 'ci / cd', 'spring boot', 'spring', 'software development', 'software engineering'])
 list(['java', 'ooad', 'j2ee', 'css', 'unit testing', 'type script', 'system testing', 'html'])
 list(['java', 'prpc architecture', 'pega', 'software development', 'performance tuning', 'agile development', 'ajax', 'pega robotics'])
 list(['java', 'react', 'javascript', 'css', 'j2ee', 'rdbms', 'xml', 'mysql'])
 list(['java', 'react.js', 'j2ee technologies', 'spring mvc', 'j2ee', 'core java', 'rest', 'junit'])
 list(['java', 'rest web services', 'reactjs', 'web developer', 'java full stack', 'spring boot', 'computer programming', 'oauth'])
 list(['java', 'restful web services', 'it skills', 'python', 'testing', 'cloud', 'devops', 'product management'])
 list(['java', 'scala', '.net', 'c#', 'nunit', 'angularjs', 'xunit', 'front end'])
 list(['java', 'soap', 'rest', 'hibernate', 'security features', 'cloud technologies', 'quality assurance testing', 'spring'])
 list(['java', 'spring boot', 'api development', 'angularjs', 'css', 'spring mvc', 'javascript', 'bootstrap'])
 list(['java', 'spring boot', 'spring', 'springboot', 'microservices', 'jdbc', 'spring batch', 'it skills'])
 list(['java', 'spring boot', 'sql', 'kubernetes', 'gcp', 'kafka', 'aws', 'nosql'])
 list(['java', 'spring boot', 'sql', 'nosql', 'kubernetes', 'azure', 'it skills', 'testing'])
 list(['java', 'spring boot', 'sql', 'nosql', 'software engineering', 'user stories', 'programming', 'aws'])
 list(['java', 'spring boot', 'web service', 'maven', 'core java', 'software development', 'oracle sql', 'software engineering'])
 list(['java', 'spring framework', 'j2ee', 'it skills', 'cloud', 'application architecture', 'nosql', 'kafka'])
 list(['java', 'spring framework', 'j2ee', 'react', 'analytical', 'redhat openshift', 'troubleshooting', 'redhat brms'])
 list(['java', 'test automation', 'angular 8+', 'maven', 'azure', 'spring mvc', 'ci/cd tools', 'j2ee'])
 list(['java', 'test automation', 'python', 'it skills', 'testing', 'selenium', 'project management', 'jenkins'])
 list(['java', 'web services', 'j2ee technologies', 'hibernate', 'spring mvc', 'jsp', 'spring boot', 'j2ee'])
 list(['java aws', 'no sql dbs', 'sql programming', 'it skills', 'java', 'software development', 'cloud', 'devops'])
 list(['java fsd', 'openshift', 'product engineering', 'it skills', 'java', 'testing', 'selenium', 'cloud'])
 list(['javascript', 'servicenow itsm', 'csm', 'rest', 'devops', 'system web services', 'itsm', 'agile delivery model'])
 list(['jcl', 'db2', 'cobol', 'it skills', 'testing', 'mainframe', 'vsam', 'new development'])
 list(['jcr', 'aem', 'sling', 'it skills', 'cloud', 'html', 'css', 'javascript'])
 list(['jenkins', 'azure', 'ci/cd', 'ci / cd', 'openshift', 'sonarqube', 'j2ee', 'springboot'])
 list(['jenkins', 'core java', 'spring boot', 'maven', 'paas', 'kafka', 'j2ee', 'soap'])
 list(['jenkins', 'maven', 'github', 'scrum', 'pl sql cloud', 'devops', 'hcc', 'microservices'])
 list(['jsp', 'html5', 'jquery', 'it skills', 'java', 'j2ee', 'testing', 'devops'])
 list(['microsoft .net tech stack', 'develop web applications', 'angular', 'new development', 'design development', 'software engineering', 'web technologies', 'research development'])
 list(['microsoft azure', 'spring', 'angular', 'it skills', 'software development', 'testing', 'devops', 'css'])
 list(['microsoft sql server', 'sql', 'training', 'product development', 'knowledge sharing', 'selection', 'computer science', 'ms sql server'])
 list(['mulesoft ecosystem', 'bitbucket', 'sql server', 'it skills', 'java', 'devops', 'product management', 'jenkins'])
 list(['node.js', 'angular2', 'angular js', 'tomcat', 'kanban', 'github', 'spring-boot', 'junit'])
 list(['nosql', 'kafka', 'elastic search', 'it skills', 'java', 'cloud', 'azure', 'maven'])
 list(['nosql databases', 'vs code', 'visual studio', 'it skills', 'cloud', 'devops', 'jenkins', '.net'])
 list(['oops', 'c#.', 'microsoft sql', 'communication', 'ssrs', 'sql 2 framework', 'asp net', 'java script'])
 list(['oops', 'sql', 'python', 'sql server', 'etl', 'communication', 'msbi', 'sdlc'])
 list(['oracle', 'pl/sql scripts', 'ormb', 'web developer', 'senior software engineer', 'computer programming', 'computer programmer', 'application development'])
 list(['oracle 12g', 'oracle 11g', 'oracle 10g', 'it skills', 'testing', 'oracle', 'unit testing', 'system integration testing'])
 list(['oracle database', 'java', 'pega', 'it skills', 'oracle', 'div', 'application development', 'communication skills'])
 list(['oracle forms development', 'oracle e-business suite', 'oracle plsql', 'it skills', 'testing', 'oracle', 'design development', 'oracle sql'])
 list(['pega', 'application development', 'software development', 'software engineering', 'web technologies', 'programming', 'web development'])
 list(['pega', 'application development', 'web developer', 'application developer', 'web development'])
 list(['pega', 'software development', 'software engineering', 'pega development engineer'])
 list(['power bi', 'snowflake', 'tableau', 'it skills', 'java', 'testing', 'cloud', 'oracle'])
 list(['prometheus', 'splunk', 'kubernetes', 'it skills', 'cloud', 'devops', 'jenkins', 'azure'])
 list(['pyspark', 'spark', 'it skills', 'devops', 'big data', 'unix scripting', 'datastage', 'etl'])
 list(['react', 'angular', 'python', 'it skills', 'java', 'cloud', 'devops', 'product management'])
 list(['remediant', 'information security', 'cyberark vault', 'it skills', 'devops', 'identity access management', 'networking', 'linux'])
 list(['rest', 'java development', 'soap', 'bpmn', 'jenkins', 'java', 'hibernate', 'software engineering'])
 list(['rest', 'saas', 'microservices', 'it skills', 'testing', 'data science', 'cloud', 'devops'])
 list(['rest', 'soap', 'service catalog', 'it skills', 'devops', 'javascript', 'application development', 'software engineering'])
 list(['scala', 'hadoop', 'spark', 'data transformation', 'software engineering', 'coding', 'debugging', 'go'])
 list(['sdfc', 'software engineering', 'visual force', 'java', 'software engineering design patterns', 'web services', 'soap', 'security models'])
 list(['snowsql', 'snowpipe', 'python', 'it skills', 'testing', 'cloud', 'jenkins', 'azure'])
 list(['software development', 'integrations', 'salesforce', 'it skills', 'community clouds', 'service clouds', 'canvas app', 'triggers'])
 list(['software engineering', 'coding', 'automation', 'testing', 'debugging', 'engineering', 'software engineering lead'])
 list(['software engineering', 'microservices programming', 'aws terraform', 'database design', 'java', 'database programming', 'go', 'site reliability engineering'])
 list(['spring', 'core java', 'struts', 'hibernate', 'tomcat', 'css', 'soa', 'jboss'])
 list(['spring', 'core java', 'struts', 'it skills', 'java', 'testing', 'cloud', 'oracle'])
 list(['spring framework', 'java', 'azure deployments', 'aws public cloud', 'kafka', 'micro services', 'spring boot', 'rest services'])
 list(['sql queries', 'java', 'sdlc methodologies', 'oracle sql', 'software engineering', 'c#.net', 'javascript', 'go'])
 list(['sql server', 'ssis', '.net development', 'it skills', 'cloud', '.net', 'stored procedures', 'web technologies'])
 list(['ssrs', 'ssis', '.net', 'asp net', 'jquery', 'rest', 'etl', 'oracle'])
 list(['terraform', 'sre', 'aws', 'it skills', 'java', 'python', 'jenkins', 'go'])
 list(['typescript', 'angular 9', 'javascript', 'java', 'restful web api', 'css', 'html', 'vue.js'])
 list(['typescript', 'javascript frameworks', 'aws', 'it skills', 'testing', 'cloud', 'devops', 'javascript'])
 list(['uipath', 'automation anywhere', 'blue prism', 'github', 'vb scripting', 'selenium', 'rpc', 'vb'])
 list(['unix', 'hcl unica modules', 'sql', 'java', 'hcl unica', 'j2ee', 'web services', 'analytical'])
 list(['unix shell scripting', 'oracle cloud infrastructure', 'splunk', 'it skills', 'java', 'python', 'cloud', 'devops'])
 list(['vb.net', 'vba', 'sql server', 'c#', 'unit testing', 'software engineering', 'web technologies', 'programming'])
 list(['visual force', 'apex', 'salesforce', 'it skills', 'java', 'software development', 'testing', 'cloud'])
 list(['web applications', 'rest api development', 'ci-cd tools', 'it skills', 'software development', 'cloud', 'web technologies', 'rest api'])
 list(['web microservices', 'software engineering', 'aws ec2', 'it skills', 'java', 'javascript', 'nunit', 'angularjs'])
 list(['webservices', 'sql', 'reactjs', 'it skills', 'java', 'testing', 'quality assurance', 'cloud'])]",141
oracle,"[list(['it skills', 'java', 'javascript', 'software engineering'])
 list(['it skills', 'java', 'testing', 'selenium', 'cloud', 'automation testing', 'oracle', 'team management'])
 list(['java', 'spring boot', 'sip', 'redis', 'json', 'microservices', 'docker', 'mysql'])
 list(['microservices', 'java', 'javascript frameworks', 'it skills', 'testing', 'cloud', 'product management', 'oracle'])]",4
orcapod consulting services private limited,['agile' 'bootstrap' 'github' 'iaas' 'java' 'oop' 'spring boot' 'tomcat'],1
osi systems pvt ltd,"['agile' 'automation' 'aws' 'azure' 'bootstrap' 'c++' 'cloud'
 'computer science' 'core java' 'css3' 'debugging' 'html5'
 'information security' 'it skills' 'json' 'mvc framework' 'nodejs'
 'security systems' 'service management' 'software development' 'testing'
 'uml' 'web api']",3
osi systems pvt. ltd.,"['azure' 'cloud' 'it skills' 'jenkins' 'mvc framework' 'rest api'
 'testing' 'web technologies']",1
outlook hr solutions,['.net' 'asp net' 'asp.net' 'communication' 'it skills' 'sql' 'sql server'],1
pactera,"[list(['powershell', 'scripting languages', 'c#.net', 'azure devops', 'python', 'c#'])
 list(['web apis', 'autofac', 'xml', 'windows services', 'edi integration', 'sftp', 'object - oriented programming sql2012', 'c#'])]",2
pago analytics,"['analytics' 'database' 'information technology' 'internship'
 'programming' 'time management' 'training']",1
paymaa,"['advanced java' 'hibernate' 'java web services' 'mysql' 'spring mvc'
 'sql']",1
paypal,"['analytical' 'application development' 'automation' 'backend' 'coding'
 'computer science' 'front end' 'functional testing' 'hibernate' 'json'
 'maven' 'mts' 'network security' 'nosql' 'open source'
 'performance tuning' 'project management' 'prototype'
 'release management' 'sap bpc' 'scrum' 'soa'
 'software development life cycle' 'software implementation'
 'system design' 'tdd' 'troubleshooting' 'unit testing' 'unix' 'wellness'
 'xml']",4
paysafe group,"['agile' 'angular' 'automation' 'big data' 'core java' 'elastic search'
 'it skills' 'j2ee' 'java' 'micro - services' 'mvc' 'project management'
 'spring' 'testing']",2
pdi software,"['agile' 'application development' 'computer science' 'data structures'
 'erp' 'it skills' 'javascript' 'linux' 'scrum' 'testing' 'windows']",2
pearson education india,"['ajax' 'bootstrap' 'css' 'front end' 'html' 'redux' 'web services'
 'web technologies']",1
pega,"[list(['core java', 'multithreading', 'soa', 'rdbms', 'xml', 'javascript', 'agile', 'data structures'])
 list(['it skills', 'java', 'software development', 'cloud', 'devops', 'design patterns', 'data structures', 'microservices'])
 list(['it skills', 'java', 'software development', 'testing', 'html', 'css', 'javascript', 'product management'])
 list(['it skills', 'java', 'testing', 'selenium', 'artificial intelligence', 'devops', 'automation testing', 'bdd framework'])
 list(['it skills', 'software development', 'javascript', 'product management', 'computer science', 'linux', 'agile', 'pega'])
 list(['it skills', 'software development', 'testing', 'product management', 'object oriented design', 'automation', 'manual testing', 'pdf'])
 list(['jquery', 'coding', 'xml', 'jsp', 'web development', 'javascript', 'html', 'pega'])
 list(['pega prpc', 'prpc', 'pega 8', 'design development', 'cssa certified'])
 list(['product management', 'computer science', 'linux', 'javascript', 'agile', 'pega', 'windows', 'selenium'])
 list(['product management', 'computer science', 'linux', 'javascript', 'agile', 'regression testing', 'pega', 'windows'])
 list(['product management', 'core java', 'pdf', 'coding', 'machine learning', 'javascript', 'html', 'pega'])
 list(['rest', 'cucumber', 'java', 'soap webservices', 'devops', 'selenium', 'written communication', 'qtp'])]",13
pennant technologies pvt ltd,"['code' 'debugging' 'developing' 'development' 'it skills' 'j2ee' 'java'
 'jsp' 'sez' 'soa' 'software' 'software development' 'troubleshooting']",2
people tech enterprises private limited,"['analytical' 'c' 'communication' 'communication skills' 'core java'
 'data structures and algorithm design' 'java 8' 'matlab' 'matlab testing'
 'mil' 'multithreading' 'object - oriented programming' 'oops concept'
 'problem solving' 'simulink' 'verbal' 'written' 'written communication']",3
peopletechgroup,"['analytical' 'data structures' 'gui' 'ipc multi - thread' 'linux'
 'opengl qt' 'qnx' 'stl design patterns']",1
peopltech group,"['analytical' 'architecting' 'automotive infotainment' 'gui'
 'ipc multi - thread' 'linux' 'qnx' 'unit testing']",1
pepsi foods priv limited,"['application development' 'data management' 'information technology'
 'linux' 'monitoring' 'network security' 'scm' 'supply chain']",1
personal network. ltd,"['information technology' 'networking' 'plsql' 'pro*c' 'rdbms'
 'senior design engineer' 'sql development' 'technology consulting']",1
phenompeople,"['automation' 'automation framework' 'database testing' 'debugging'
 'functional testing' 'git' 'jira' 'machine learning' 'manual testing'
 'performance testing' 'plsql' 'robot framework' 'selenium' 'tdd'
 'test cases']",3
photon,['elastic search' 'it skills' 'react' 'react.js'],1
planful,"['agile' 'ajax' 'algorithm design' 'algorithms' 'angular' 'asp net'
 'communication' 'complexity analysis' 'computer science' 'css'
 'data structures' 'front end' 'html5' 'it skills' 'j - query' 'java'
 'javascript' 'knockout' 'lead software' 'machine learning' 'mvc'
 'no - sql' 'object oriented design' 'oops' 'performance testing'
 'product management' 'react' 'responsive design' 'selenium'
 'software development' 'test cases' 'test scenarios' 'testing'
 'testing tools' 'version control' 'wcf' 'web development' 'web services']",9
